date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot,real_estate_value,district_translated,latitude,longitude
2021-07-04,Doha,Al Jebailat,Residence,448,385.009,1856618,Al Jebailat,25.277967458892473,51.52339248614074
2021-07-04,Al Rayyan,Izghawa,Vacant Land,1184,260.0,3313589,Izghawa,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Izghawa,Vacant Land,1483,385.002,6145789,Izghawa,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Muaither,Residence,774,327.062,2724864,Muaither,24.928100723590358,51.08167176463156
2021-07-04,Al Daayen,Umm Qarn,Vacant Land,417,192.505,864074,Umm Qarn,25.506442965229745,51.466419091145966
2021-07-04,Al Daayen,Umm Qarn,Vacant Land,499,259.996,1396500,Umm Qarn,25.506442965229745,51.466419091145966
2021-07-04,Al Wakrah,Al Wukair,Residence,439,524.824,2480000,Al Wukair,,
2021-07-04,Doha,Umm Lekhba,Residence,591,397.064,2525933,Umm Lekhba,25.277967458892473,51.52339248614074
2021-07-04,Doha,Al Jebailat,Residence,452,385.009,1873196,Al Jebailat,25.277967458892473,51.52339248614074
2021-07-04,Al Rayyan,Izghawa,Vacant Land,1118,308.008,3706613,Izghawa,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Muaither,Residence,673,291.269,2110000,Muaither,24.928100723590358,51.08167176463156
2021-07-04,Al Shamal,Aba Al Dalouf,Vacant Land,523,150.988,850000,Aba Al Dalouf,25.995427919236633,51.2017975520098
2021-07-04,Al Daayen,Al Kheesa,Residence,524,390.048,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-07-04,Al Daayen,Umm Qarn,Residence,1800,309.561,5997814,Umm Qarn,25.506442965229745,51.466419091145966
2021-07-04,Al Wakrah,Al Wukair,Vacant Land,495,249.992,1332000,Al Wukair,,
2021-07-04,Al Rayyan,Ain Khalid,Residence,730,318.158,2500000,Ain Khalid,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Ain Khalid,Residence,730,328.951,2584805,Ain Khalid,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Luaib,Residence,880,475.068,4500000,Luaib,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Muaither,Residence,771,327.062,2714303,Muaither,24.928100723590358,51.08167176463156
2021-07-04,Al Rayyan,Muaither,Residence,777,327.062,2735426,Muaither,24.928100723590358,51.08167176463156
2021-07-04,Al Daayen,Jeryan Jenaihat,Residence,1340,745.849,10757942,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2021-07-04,Al Wakrah,Al Wakrah,Residence,1000,882.572,9500000,Al Wakrah,,
2021-07-04,Al Wakrah,Al Wakrah,Residence,600,387.093,2500000,Al Wakrah,,
2021-07-01,Umm Salal,Umm Slal Ali,Residence,578,321.461,2000000,Umm Slal Ali,25.468814293441394,51.34446945529472
2021-07-01,Al Rayyan,Al Aziziya,Commercial Building,461,2418.28,12000000,Al Aziziya,24.928100723590358,51.08167176463156
2021-07-01,Al Rayyan,Baaya,Apartment Complex,6400,508.059,35000000,Baaya,24.928100723590358,51.08167176463156
2021-07-01,Al Rayyan,Ain Khalid,Residence,643,312.771,2164285,Ain Khalid,24.928100723590358,51.08167176463156
2021-07-01,Al Rayyan,Mebaireek,Residence,1197,294.928,3800000,Mebaireek,24.928100723590358,51.08167176463156
2021-07-01,Al Daayen,Rawdat Al Hamama,Residence,1675,831.961,15000000,Rawdat Al Hamama,25.506442965229745,51.466419091145966
2021-07-01,Al Daayen,Leabaib,Residence,1165,398.722,5000000,Leabaib,25.506442965229745,51.466419091145966
2021-07-01,Doha,Al Sadd,Residential Building,1103,1600.311,19000000,Al Sadd,25.277967458892473,51.52339248614074
2021-07-01,Doha,Madinat Khalifa North,Residence,535,314.194,1808010,Madinat Khalifa North,25.277967458892473,51.52339248614074
2021-07-01,Doha,Nuaija,Residence,299,333.908,1074663,Nuaija,25.277967458892473,51.52339248614074
2021-07-01,Al Rayyan,Ain Khalid,Residence,600,541.93,3500000,Ain Khalid,24.928100723590358,51.08167176463156
2021-07-01,Al Rayyan,Muraikh,Vacant Land,2800,265.435,8000000,Muraikh,24.928100723590358,51.08167176463156
2021-07-01,Al Daayen,Al Kheesa,Residence,747,273.608,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-07-01,Al Daayen,Al Ebb,Residence,600,727.734,4700000,Al Ebb,25.506442965229745,51.466419091145966
2021-07-01,Al Wakrah,Al Wukair,Vacant Land,720,259.997,2015000,Al Wukair,,
2021-07-01,Umm Salal,Al Kharaitiyat,Residence,2568,397.946,11000000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-07-01,Umm Salal,Umm Ebairiya,Vacant Land,6740,137.837,10000000,Umm Ebairiya,25.468814293441394,51.34446945529472
2021-07-01,Al Khor,Al Khor,Vacant Land,600,278.707,1800000,Al Khor,,
2021-07-01,Doha,Old Airport,Vacant Land,750,247.739,2000000,Old Airport,25.277967458892473,51.52339248614074
2021-07-01,Doha,Al Hilal,Vacant Land,1653,385.009,6850425,Al Hilal,25.277967458892473,51.52339248614074
2021-07-01,Al Rayyan,Izghawa,Vacant Land,1173,259.936,3282000,Izghawa,24.928100723590358,51.08167176463156
2021-07-01,Al Rayyan,Gharrafat Al Rayyan,Residence,437,403.923,1900000,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2021-07-01,Al Rayyan,Gharrafat Al Rayyan,Residence,450,392.254,1900000,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2021-07-01,Al Shamal,Al Ruwais,Vacant Land,420,165.897,750000,Al Ruwais,25.995427919236633,51.2017975520098
2021-07-01,Al Daayen,Rawdat Al Hamama,Vacant Land,930,346.635,3470000,Rawdat Al Hamama,25.506442965229745,51.466419091145966
2021-07-01,Al Daayen,Leabaib,Residence,928,390.43,3900000,Leabaib,25.506442965229745,51.466419091145966
2021-07-01,Al Wakrah,Al Wukair,Vacant Land,470,367.063,1857000,Al Wukair,,
2021-06-30,Al Rayyan,Al Aziziya,Vacant Land,275,280.007,828849,Al Aziziya,24.928100723590358,51.08167176463156
2021-06-30,Al Shamal,Madinat Al Shamal,Vacant Land,450,134.192,650000,Madinat Al Shamal,25.995427919236633,51.2017975520098
2021-06-30,Al Shamal,Madinat Al Shamal,Vacant Land,450,144.515,700000,Madinat Al Shamal,25.995427919236633,51.2017975520098
2021-06-30,Al Shamal,Madinat Al Shamal,Vacant Land,1580,174.904,2974612,Madinat Al Shamal,25.995427919236633,51.2017975520098
2021-06-30,Al Daayen,Umm Qarn,Residence,376,568.285,2300000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-30,Umm Salal,Al Kharaitiyat,Residence,460,469.93,2326830,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-30,Umm Salal,Umm Al Amad,Vacant Land,950,205.363,2100000,Umm Al Amad,25.468814293441394,51.34446945529472
2021-06-30,Al Khor,Al Khor,Vacant Land,684,261.457,1925000,Al Khor,,
2021-06-30,Doha,New Slata,Residence,889,522.51,5000000,New Slata,25.277967458892473,51.52339248614074
2021-06-30,Al Rayyan,Al Aziziya,Residence,239,397.064,1021485,Al Aziziya,24.928100723590358,51.08167176463156
2021-06-30,Al Rayyan,Al Luqta,Residence,897,362.495,3500000,Al Luqta,24.928100723590358,51.08167176463156
2021-06-30,Al Rayyan,Muraikh,Residence,544,375.708,2200000,Muraikh,24.928100723590358,51.08167176463156
2021-06-30,Al Rayyan,Muaither,Residence,518,364.794,2034000,Muaither,24.928100723590358,51.08167176463156
2021-06-30,Al Daayen,Umm Qarn,Vacant Land,574,278.383,1720000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-30,Doha,Madinat Khalifa South,Multi-purpose Building,601,3532.141,22850000,Madinat Khalifa South,25.277967458892473,51.52339248614074
2021-06-30,Doha,Nuaija,Residence,898,373.773,3612920,Nuaija,25.277967458892473,51.52339248614074
2021-06-30,Al Shamal,Al Ruwais,Vacant Land,990,126.685,1350000,Al Ruwais,25.995427919236633,51.2017975520098
2021-06-29,Umm Salal,Al Kharaitiyat,Residence,900,392.254,3800000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-29,Umm Salal,Al Kharaitiyat,Residence,1114,391.957,4700000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-29,Doha,Al Thumama,Residential Building,1408,999.953,15155000,Al Thumama,25.277967458892473,51.52339248614074
2021-06-29,Doha,Old Airport,Vacant Land,549,253.831,1500000,Old Airport,25.277967458892473,51.52339248614074
2021-06-29,Al Rayyan,New Al Rayyan,Residence,398,362.063,1551103,New Al Rayyan,24.928100723590358,51.08167176463156
2021-06-29,Al Shamal,Al Ruwais,Vacant Land,1080,133.332,1550000,Al Ruwais,25.995427919236633,51.2017975520098
2021-06-29,Al Daayen,Al Sakhama,Vacant Land,600,275.007,1776102,Al Sakhama,25.506442965229745,51.466419091145966
2021-06-29,Umm Salal,Al Kharaitiyat,Residence,1556,394.058,6600000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-29,Doha,Jelaiah,Residence,1280,350.008,4822388,Jelaiah,25.277967458892473,51.52339248614074
2021-06-29,Al Rayyan,New Al Rayyan,Vacant Land,350,245.006,923035,New Al Rayyan,24.928100723590358,51.08167176463156
2021-06-29,Al Rayyan,New Al Rayyan,Vacant Land,390,245.006,1028525,New Al Rayyan,24.928100723590358,51.08167176463156
2021-06-29,Al Rayyan,Bu Hamour,Vacant Land,1632,398.478,7000000,Bu Hamour,24.928100723590358,51.08167176463156
2021-06-29,Al Rayyan,Gharrafat Al Rayyan,Residence,826,310.854,2763823,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2021-06-29,Al Shamal,Aba Al Dalouf,Vacant Land,384,157.746,652022,Aba Al Dalouf,25.995427919236633,51.2017975520098
2021-06-29,Al Shamal,Aba Al Dalouf,Vacant Land,1280,115.503,1591386,Aba Al Dalouf,25.995427919236633,51.2017975520098
2021-06-29,Al Shamal,Aba Al Dalouf,Vacant Land,2000,120.773,2600000,Aba Al Dalouf,25.995427919236633,51.2017975520098
2021-06-29,Al Daayen,Al Ebb,Residence,776,430.99,3600000,Al Ebb,25.506442965229745,51.466419091145966
2021-06-29,Al Daayen,Umm Qarn,Vacant Land,455,306.271,1500000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-29,Umm Salal,Al Kharaitiyat,Residence,828,392.703,3500000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-29,Doha,Hazm Al Markhiya,Residence,856,387.878,3573900,Hazm Al Markhiya,25.277967458892473,51.52339248614074
2021-06-29,Doha,Nuaija,Residential Building,625,1038.542,6985000,Nuaija,25.277967458892473,51.52339248614074
2021-06-29,Doha,Nuaija,Residence,603,491.442,3189800,Nuaija,25.277967458892473,51.52339248614074
2021-06-29,Al Rayyan,Al Waab,Vacant Land,9538,455.466,46761371,Al Waab,24.928100723590358,51.08167176463156
2021-06-29,Al Daayen,Al Ebb,Residence,886,429.909,4100000,Al Ebb,25.506442965229745,51.466419091145966
2021-06-28,Umm Salal,Umm Slal Muhammed,Residence,420,467.232,2112298,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2021-06-28,Doha,Al Thumama,Residence,465,699.264,3500000,Al Thumama,25.277967458892473,51.52339248614074
2021-06-28,Doha,Al Sadd,Residential Building,1144,710.085,8744000,Al Sadd,25.277967458892473,51.52339248614074
2021-06-28,Al Rayyan,Mebaireek,Residence,759,208.081,1700000,Mebaireek,24.928100723590358,51.08167176463156
2021-06-28,Al Rayyan,Muaither,Residence,530,327.062,1865863,Muaither,24.928100723590358,51.08167176463156
2021-06-28,Al Daayen,Umm Qarn,Residence,455,541.079,2650000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-28,Al Wakrah,Al Wakrah,Vacant Land,524,450.011,2538215,Al Wakrah,,
2021-06-28,Al Khor,Al Dakhira,Vacant Land,640,140.805,970000,Al Dakhira,,
2021-06-28,Al Rayyan,Bu Hamour,Residence,480,400.01,2066741,Bu Hamour,24.928100723590358,51.08167176463156
2021-06-28,Al Rayyan,Mebaireek,Residence,1196,295.174,3800000,Mebaireek,24.928100723590358,51.08167176463156
2021-06-28,Al Daayen,Umm Qarn,Residence,400,441.286,1900000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-28,Al Daayen,Jeryan Jenaihat,Vacant Land,570,339.99,2086000,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2021-06-28,Doha,Fereej Kulaib,Vacant Land,900,392.254,3800000,Fereej Kulaib,25.277967458892473,51.52339248614074
2021-06-28,Doha,Legtaifiya,Vacant Land,1671,633.804,11400000,Legtaifiya,25.277967458892473,51.52339248614074
2021-06-28,Al Daayen,Al Ebb,Vacant Land,540,409.974,2383000,Al Ebb,25.506442965229745,51.466419091145966
2021-06-28,Al Daayen,Umm Qarn,Vacant Land,574,258.961,1600000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-27,Umm Salal,Umm Al Amad,Residence,630,552.99,3750000,Umm Al Amad,25.468814293441394,51.34446945529472
2021-06-27,Umm Salal,Umm Slal Ali,Residence,570,546.005,3350000,Umm Slal Ali,25.468814293441394,51.34446945529472
2021-06-27,Al Khor,Al Khor,Residence,652,277.852,1950000,Al Khor,,
2021-06-27,Doha,Nuaija,Residence,453,471.689,2300000,Nuaija,25.277967458892473,51.52339248614074
2021-06-27,Al Rayyan,Bu Hamour,Vacant Land,485,287.327,1500000,Bu Hamour,24.928100723590358,51.08167176463156
2021-06-27,Al Rayyan,Muraikh,Residence,603,654.784,4250000,Muraikh,24.928100723590358,51.08167176463156
2021-06-27,Al Daayen,Al Kheesa,Residence,532,384.182,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Sakhama,Vacant Land,964,241.054,2500000,Al Sakhama,25.506442965229745,51.466419091145966
2021-06-27,Al Wakrah,Al Wukair,Vacant Land,683,136.021,1000000,Al Wukair,,
2021-06-27,Al Khor,Al Khor,Vacant Land,420,219.869,994000,Al Khor,,
2021-06-27,Al Khor,Al Khor,Vacant Land,1155,220.006,2735202,Al Khor,,
2021-06-27,Al Khor,Al Khor,Residence,774,270.065,2250000,Al Khor,,
2021-06-27,Doha,Nuaija,Residence,452,472.733,2300000,Nuaija,25.277967458892473,51.52339248614074
2021-06-27,Al Rayyan,Al Gharrafa,Vacant Land,840,287.555,2600000,Al Gharrafa,24.928100723590358,51.08167176463156
2021-06-27,Al Rayyan,Muaither,Vacant Land,420,267.091,1207486,Muaither,24.928100723590358,51.08167176463156
2021-06-27,Al Daayen,Al Kheesa,Residence,512,399.189,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,521,392.294,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,522,391.542,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,528,387.093,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,559,365.626,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,560,364.973,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,561,364.323,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Ebb,Residence,709,440.011,3358023,Al Ebb,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Jeryan Jenaihat,Vacant Land,570,277.077,1700000,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2021-06-27,Al Wakrah,Al Wukair,Vacant Land,943,216.739,2200000,Al Wukair,,
2021-06-27,Umm Salal,Al Kharaitiyat,Residence,422,462.31,2100000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-27,Al Khor,Al Dakhira,Residence,569,278.87,1708000,Al Dakhira,,
2021-06-27,Doha,Al Maamoura,Residence,662,624.494,4450000,Al Maamoura,25.277967458892473,51.52339248614074
2021-06-27,Al Rayyan,Bu Hamour,Residence,495,403.515,2150000,Bu Hamour,24.928100723590358,51.08167176463156
2021-06-27,Al Daayen,Al Kheesa,Residence,506,403.923,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,523,390.793,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,525,389.305,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Kheesa,Residence,527,387.827,2200000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Al Sakhama,Vacant Land,986,235.673,2500000,Al Sakhama,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Umm Qarn,Residence,483,423.157,2200000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-27,Al Daayen,Jeryan Jenaihat,Vacant Land,1425,293.376,4500000,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2021-06-27,Al Wakrah,Al Wakrah,Residence,450,598.703,2900000,Al Wakrah,,
2021-06-27,Al Wakrah,Al Wukair,Vacant Land,750,265.0,2139345,Al Wukair,,
2021-06-24,Doha,Al Thumama,Vacant Land,539,310.0,1798556,Al Thumama,25.277967458892473,51.52339248614074
2021-06-24,Doha,Al Thumama,Vacant Land,578,321.461,2000000,Al Thumama,25.277967458892473,51.52339248614074
2021-06-24,Doha,Old Airport,Residential Building,527,1868.622,10600000,Old Airport,25.277967458892473,51.52339248614074
2021-06-24,Doha,Old Airport,Residential Building,554,1878.169,11200000,Old Airport,25.277967458892473,51.52339248614074
2021-06-24,Doha,Al Maamoura,Residence,264,469.866,1332687,Al Maamoura,25.277967458892473,51.52339248614074
2021-06-24,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,625,282.423,1900000,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2021-06-24,Al Rayyan,Muaither,Residence,632,499.791,3400000,Muaither,24.928100723590358,51.08167176463156
2021-06-24,Al Shamal,Al Ruwais,Vacant Land,1020,115.503,1268135,Al Ruwais,25.995427919236633,51.2017975520098
2021-06-24,Al Daayen,Al Ebb,Vacant Land,540,409.974,2383000,Al Ebb,25.506442965229745,51.466419091145966
2021-06-24,Al Daayen,Umm Qarn,Vacant Land,479,259.894,1340000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-24,Al Wakrah,Al Wakrah,Residence,644,327.062,2267199,Al Wakrah,,
2021-06-24,Al Wakrah,Al Wukair,Vacant Land,717,259.142,2000000,Al Wukair,,
2021-06-24,Al Wakrah,Al Wukair,Vacant Land,853,276.637,2540000,Al Wukair,,
2021-06-24,Umm Salal,Umm Slal Ali,Residence,425,535.554,2450000,Umm Slal Ali,25.468814293441394,51.34446945529472
2021-06-24,Al Khor,Al Khor,Vacant Land,400,197.417,850000,Al Khor,,
2021-06-24,Doha,Al Thumama,Vacant Land,467,298.401,1500000,Al Thumama,25.277967458892473,51.52339248614074
2021-06-24,Al Rayyan,Al Gharrafa,Residence,402,508.42,2200000,Al Gharrafa,24.928100723590358,51.08167176463156
2021-06-24,Al Daayen,Al Kheesa,Residence,525,486.631,2750000,Al Kheesa,25.506442965229745,51.466419091145966
2021-06-24,Al Wakrah,Al Wukair,Vacant Land,750,265.205,2141000,Al Wukair,,
2021-06-24,Al Wakrah,Al Wukair,Vacant Land,780,255.005,2141000,Al Wukair,,
2021-06-24,Doha,New Slata,Residence,438,432.065,2037026,New Slata,25.277967458892473,51.52339248614074
2021-06-24,Doha,The Pearl,Residence,1135,1759.823,21500000,The Pearl,25.277967458892473,51.52339248614074
2021-06-24,Doha,Onaiza,Residence,886,408.938,3900000,Onaiza,25.277967458892473,51.52339248614074
2021-06-24,Doha,Nuaija,Residence,1025,362.545,4000000,Nuaija,25.277967458892473,51.52339248614074
2021-06-24,Al Wakrah,Al Wakrah,Vacant Land,526,309.085,1750000,Al Wakrah,,
2021-06-23,Umm Salal,Al Kharaitiyat,Residence,464,400.01,1997849,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-23,Umm Salal,Umm Slal Ali,Residence,560,331.794,2000000,Umm Slal Ali,25.468814293441394,51.34446945529472
2021-06-23,Doha,Fereej Bin Derhem,Residential Building,1349,1377.35,20000000,Fereej Bin Derhem,25.277967458892473,51.52339248614074
2021-06-23,Al Rayyan,Izghawa,Apartment Complex,4663,418.389,21000000,Izghawa,24.928100723590358,51.08167176463156
2021-06-23,Al Rayyan,Al Luqta,Residence,321,567.234,1959933,Al Luqta,24.928100723590358,51.08167176463156
2021-06-23,Al Rayyan,Mesaimeer,Residence,1500,594.575,9600000,Mesaimeer,24.928100723590358,51.08167176463156
2021-06-23,Al Daayen,Umm Qarn,Residence,388,550.709,2300000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-23,Al Daayen,Umm Qarn,Residence,409,522.433,2300000,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-23,Al Daayen,Umm Qarn,Vacant Land,450,275.007,1332077,Umm Qarn,25.506442965229745,51.466419091145966
2021-06-23,Al Wakrah,Al Wakrah,Vacant Land,685,320.0,2359469,Al Wakrah,,
2021-06-23,Al Wakrah,Al Wukair,Vacant Land,680,191.269,1400000,Al Wukair,,
2021-06-23,Al Khor,Al Khor,Residence,482,364.285,1890000,Al Khor,,
2021-06-23,Doha,Duhail,Residence,1430,324.833,5000000,Duhail,25.277967458892473,51.52339248614074
2021-06-23,Al Rayyan,New Al Rayyan,Residence,762,402.333,3300000,New Al Rayyan,24.928100723590358,51.08167176463156
2021-06-23,Al Wakrah,Al Wukair,Residence,430,409.85,1897000,Al Wukair,,
2021-06-23,Umm Salal,Al Kharaitiyat,Residence,611,567.0,3730589,Al Kharaitiyat,25.468814293441394,51.34446945529472
2021-06-23,Umm Salal,Umm Slal Ali,Residence,610,540.661,3550000,Umm Slal Ali,25.468814293441394,51.34446945529472
2021-06-23,Al Khor,Al Khor,Vacant Land,384,241.933,1000000,Al Khor,,
2021-06-23,Doha,Umm Lekhba,Vacant Land,930,299.685,3000000,Umm Lekhba,25.277967458892473,51.52339248614074
2021-06-23,Doha,Madinat Khalifa South,Residence,360,581.929,2255000,Madinat Khalifa South,25.277967458892473,51.52339248614074
